,Name,Type,Link,Latitude,Longitude,ImageUrl,Description
95,Cibyra Mikra,Greek,https://en.wikipedia.org//wiki/Cibyra_Mikra,36°39′35″N,31°39′35″E,,"Cibyra (Greek: Κιβύρα) also referred to as Cibyra Mikra to distinguish it from Cibyra Magna, was a town in ancient Pamphylia. Strabo, after mentioning Side, says, ""...and near it is the coast of the little Cibyratae, and then the river Melas, and a station for ships"".[1] The site of Side is well known. The Melas is the Manavgat River, 4 miles (6.4 km) east of Side. But there could have been no city between Side and the Melas, and it is conjectured that in Strabo's text, the coast (""Paralia"") of the Cibyratae should come after the Melas. The vestiges of Cibyra are probably those observed by Captain Beaufort upon a height which rises from the right bank of a considerable river about 8 miles (13 km) to the eastward of the Melas, about 4 miles (6.4 km) to the west of Cape Karáburun, and nearly 2 miles (3.2 km) from the shore.[2] Ptolemy mentions this Cibyra among the inland towns of Cilicia Trachea; but Scylax places it on the coast. There is a place, Cyberna (Κυβέρνη), mentioned in the Stadiasmus, which is placed 59 stadia east of the Melas. If the conjecture as to Strabo's text is correct, we may identify Cyberna with this Cibyra of Pamphylia.
"
96,Cilicia,Greek,https://en.wikipedia.org//wiki/Cilicia,36°52′N,35°29′E,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Roman_Empire_-_Cilicia_%28125_AD%29.svg/721px-Roman_Empire_-_Cilicia_%28125_AD%29.svg.png,"Cilicia (/sɪˈlɪʃə/)[3][note 1] is a geo-cultural region in southern Anatolia (Turkey), extending inland from the northeastern coasts of the Mediterranean Sea. Cilicia has a population ranging over six million, concentrated mostly at the Cilicia plain. The region includes the provinces of Mersin, Adana, Osmaniye, and Hatay.
"
97,Cinolis,Greek,https://en.wikipedia.org//wiki/Cinolis,41°57′46″N,34°09′16″E,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Heinrich_Kiepert._Asia_citerior.Paphlagonia.jpg/800px-Heinrich_Kiepert._Asia_citerior.Paphlagonia.jpg,"Cinolis or Kinolis (Ancient Greek: Κίνωλις), also known as Cimolis or Kimolis (Κίμωλις), was a Greek[1] small port town on the coast of ancient Paphlagonia. According to Arrian it was situate 180 stadia west of Stephane,[2] but according to Marcian of Heraclea only 150.[3] The nearby town of Anticinolis was located 80 stadia from Cinolis.
"
98,Cius,Greek,https://en.wikipedia.org//wiki/Cius,40°25′57″N,29°09′23″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Turkey_adm_location_map.svg/800px-Turkey_adm_location_map.svg.png,"Cius (/ˈsaɪəs/; Greek: Kίος or Κῖος Kios), later renamed Prusias on the Sea (/ˈpruːʒəs/; Latin: Prusias ad Mare) after king Prusias I of Bithynia, was an ancient Greek city bordering the Propontis (now known as the Sea of Marmara), in Bithynia and in Mysia (in modern northwestern Turkey), and had a long history, being mentioned by Herodotus, Xenophon, Aristotle, Strabo and Apollonius Rhodius.
"
99,Claros,Greek,https://en.wikipedia.org//wiki/Claros,38°00′18″N,27°11′34″E,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Klaros01.jpg/800px-Klaros01.jpg,"Claros (Greek: Κλάρος, Klaros; Latin: Clarus) was an ancient Greek sanctuary on the coast of Ionia. It contained a temple and oracle of Apollo, honored here as Apollo Clarius. It was located in the territory of Colophon, which lay twelve kilometers to the north, one of the twelve cities of the Ionian League. The coastal city Notion lay two kilometers to the south. The ruins of the sanctuary are now found north of the modern town Ahmetbeyli in the Menderes district of Izmir Province, Turkey.
"
100,Claudiopolis (Cataonia),Greek,https://en.wikipedia.org//wiki/Claudiopolis_(Cataonia),,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Heinrich_Kiepert._Asia_citerior.Cappadocia.jpg/800px-Heinrich_Kiepert._Asia_citerior.Cappadocia.jpg,"Claudiopolis (Greek: Κλαυδιόπολις, city of Claudius) was an ancient city of Cataonia mentioned by Ptolemy (v. 7).Its name suggests that it was named for the Roman emperor Claudius.
"
101,Claudiopolis (Cilicia),Greek,https://en.wikipedia.org//wiki/Claudiopolis_(Cilicia),36°39′06″N,33°26′30″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Turkey_relief_location_map.jpg/800px-Turkey_relief_location_map.jpg,"Claudiopolis (Ancient Greek: Κλαυδιόπολις) also called Ninica and Ninica Claudiopolis,[1] was an ancient city of Cilicia.  Ammianus[2] mentions Seleucia and Claudiopolis as cities of Cilicia, or of the country drained by the Calycadnus; and Claudiopolis was a colony of Claudius Caesar. It is described by Theophanes of Byzantium as situated in a plain between the two Taurus Mountains, a description which exactly, corresponds to the position of the basin of the Calycadnus. Claudiopolis may therefore be represented by Mut, which is higher up the valley than Seleucia, and near the junction of the northern and western branches of the Calycadnus. It is also the place to which the pass over the northern Taurus leads from Laranda.[3] Pliny mentions a Claudiopolis of Cappadocia,[4] and Ptolemy has a Claudiopolis in Cataonia.[5] Both these passages and those of Ammianus and Theophanes are cited to prove that there is a Claudiopolis in Cataonia, though it is manifest that the passage in Ammianus at least can only apply to a town in the valley of the Calycadnus in Cilicia Trachea. The two Tauri of Theophanes might mean the Taurus and Antitaurus. But Hierocles places Claudiopolis in Isauria, a description which cannot apply to the places so named of Pliny and Ptolemy. The city apparently received the Roman colony name Colonia Iulia Felix Augusta Ninica, and minted coins in antiquity.[6]
"
102,Claudiopolis (Galatia),Greek,https://en.wikipedia.org//wiki/Claudiopolis_(Galatia),,,,"Claudiopolis (Greek: Κλαυδιόπολις, city of Claudius) was an ancient city of Galatia mentioned by Ptolemy as belonging to the Trocmi.[1]  It sat on the Halys river, northwest of Carissa; but its site has not been located.[2]  From its name one can adduce that it was named for Roman emperor Claudius.
"
103,Colophon (city),Greek,https://en.wikipedia.org//wiki/Colophon_(city),38°06′32″N,27°08′30″E,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Ionia%2C_Asia_Minor_Map%2C_Classical_Atlas%2C_1886%2C_Keith_Johnston.jpg/493px-Ionia%2C_Asia_Minor_Map%2C_Classical_Atlas%2C_1886%2C_Keith_Johnston.jpg,"Colophon (/ˈkɒləfɒn/;[1] Ancient Greek: Κολοφών) was an ancient city in Ionia. Founded around the turn of the first millennium BC, it was likely one of the oldest of the twelve cities of the Ionian League. It was located between Lebedos (120 stadia to the west) and Ephesus (70 stadia to its south). Its ruins are south of the town Değirmendere in the Menderes district of Izmir Province, Turkey.
"
104,Colussa,Greek,https://en.wikipedia.org//wiki/Colussa,41°56′51″N,34°16′17″E,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Heinrich_Kiepert._Asia_citerior.Paphlagonia.jpg/800px-Heinrich_Kiepert._Asia_citerior.Paphlagonia.jpg,"Colussa or Koloussa (Ancient Greek: Κόλουσσα) was an ancient Greek city[1] on the Black Sea coast of ancient Paphlagonia.[2]
"
105,Colybrassus,Greek,https://en.wikipedia.org//wiki/Colybrassus,36°43′54″N,31°58′31″E,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Colybrassus_ayasofya_3.jpg/800px-Colybrassus_ayasofya_3.jpg,"Coordinates: 36°43′54″N 31°58′31″E﻿ / ﻿36.731600°N 31.975400°E﻿ / 36.731600; 31.975400
"
106,Comba (Lycia),Greek,https://en.wikipedia.org//wiki/Comba_(Lycia),36°33′05″N,29°40′10″E,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Map_of_Lycia%2C_from_Travels_in_Lycia%2C_Milyas%2C_and_the_Cibyratis%2C_in_company_with_the_late_Rev._E._T._Daniell.jpg/643px-Map_of_Lycia%2C_from_Travels_in_Lycia%2C_Milyas%2C_and_the_Cibyratis%2C_in_company_with_the_late_Rev._E._T._Daniell.jpg,"Comba or Komba (Ancient Greek: τὰ Κὀμβα) was a city in ancient Lycia.[1]
"
107,Constantia (Osrhoene),Greek,https://en.wikipedia.org//wiki/Constantia_(Osrhoene),37°13′44″N,39°45′21″E,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Justinian555AD.png/800px-Justinian555AD.png,"Constantia  or Konstantia (Ancient Greek: Κωνσταντία) was a town of some importance in the province Osrhoene in Mesopotamia, on the road between Nisibis and Carrhae, at no great distance from Edessa. It was, after his departure from Nisibis, the residence of the dux Mesopotamiae until the foundation of Dara.[1] There is considerable variation in different authors in the way in which the name of this town is written and the names under which it is known, including: Constantia or Konstantia (Κωνσταντία),[2] Constantina or Konstantina (Κωνσταντίνα),[3] Antoninopolis,[4] Nicephorium or Nikephorion (Νικηφόριον),[5] Maximianopolis (Μαξιμιανούπολις),[4] Constantinopolis in Osrhoene,[6] Tella and Antiochia Arabis,[7] Antiochia in Mesopotamia (Ἀντιόχεια τῆς Μεσοποταμίας – Antiocheia tes Mesopotamias) and Antiochia in Arabia (Ἀντιόχεια ἡ Ἀραβική – Antiocheia e Arabike).[8][9]
"
108,Corycus,Greek,https://en.wikipedia.org//wiki/Corycus,36°27′55″N,34°9′15″E,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Kizkalesi_M%C3%A4dchenburg_3.jpg/800px-Kizkalesi_M%C3%A4dchenburg_3.jpg,"Corycus (Greek: Κώρυκος; also transliterated Corycos or Korykos; Armenian: Կոռիկոս, romanized: Koṙikos; Turkish: Kız Kalesi, lit. ""maiden castle"") was an ancient city in Cilicia Trachaea, Anatolia, located at the mouth of the valley called Şeytan deresi; the site is now occupied by the town of Kızkalesi (formerly Ghorgos), Mersin Province, Turkey.
"
109,Corydala,Greek,https://en.wikipedia.org//wiki/Corydala,36°22′36″N,30°16′24″E,,"Coordinates: 36°22′36″N 30°16′24″E﻿ / ﻿36.376674°N 30.273281°E﻿ / 36.376674; 30.273281
Corydala or Corydalla or Korydalla or Korydala (Ancient Greek: Κορύδαλλα) was a city of ancient Lycia. Anciently, it belonged to the Rhodians, according to Hecataeus, quoted by Stephanus.[1] But it was not in Rhodes, nor was it one of the Rhodian possessions in the Peraea, Caria.[2] The Tabula Peutingeriana marks Corydala (spelt Coridallo) on the road from Phaselis to Patara, and makes the distance between these two places 29 Roman miles (43 km; 27 mi) Pliny places Corydalla in the interior of Lycia,[3] and Ptolemy mentions it with Sagalassus, Rhodia, Phellus, Myra, and other places, as about Mons Massicytus.
"
110,Cotenna,Greek,https://en.wikipedia.org//wiki/Cotenna,37°02′N,31°38′E,,"Coordinates: 37°02′N 31°38′E﻿ / ﻿37.033°N 31.633°E﻿ / 37.033; 31.633
Cotenna or Kotenna (Ancient Greek: Κότεννα) was a city in the Roman province of Pamphylia I in Asia Minor. It corresponds to modern Gödene, near Konya, Turkey.
"
111,Cragus (Cilicia),Greek,https://en.wikipedia.org//wiki/Cragus_(Cilicia),,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Antalya_in_Turkey.svg/800px-Antalya_in_Turkey.svg.png,"Cragus or Cragos or Kragos (Greek: Κράγος) was an ancient city in Cilicia, Asia Minor at the foot of Mount Cragus; its location is in modern-day Antalya Province, Turkey.  Some scholars claim that it is the same city as Antiochia ad Cragum.
"
112,Cremna,Greek,https://en.wikipedia.org//wiki/Cremna,37°30′00.50″N,30°41′27.96″E,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Kremna_ruins_vista_May_2013.jpg/800px-Kremna_ruins_vista_May_2013.jpg,"Cremna (Greek Κρῆμνα), or Kremna, was an ancient town in Pisidia. It is situated in the district of Bucak. It stands in a remote valley on a high plateau dominating the ancient Cestrus River (today Aksu), with limited access and good defensive features.[1]
"
113,Cyaneae,Greek,https://en.wikipedia.org//wiki/Cyaneae,36°15′03″N,29°48′20″E,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Kyaneai_Theater.JPG/800px-Kyaneai_Theater.JPG,"Cyaneae[pronunciation?] (Ancient Greek: Κυανέαι, [ky.a.né.ai̯]), also spelled Kyaneai or Cyanae, was a town of ancient Lycia, or perhaps three towns known collectively by the name, on what is now the southern coast of Turkey.[1] William Martin Leake says that its remains were discovered west of Andriaca.[2] The place, which is at the head of Port Tristomo, was determined by an inscription. Leake observes that in some copies of Pliny it is written Cyane; in Hierocles and the Notitiae Episcopatuum it is Cyaneae. To Spratt and Forbes, Cyaneae appeared to be a city ranking in importance with Phellus and Candyba, but in a better state of preservation. No longer a residential bishopric, Cyanae is today listed by the Catholic Church as a titular see.
"
114,Cyinda,Greek,https://en.wikipedia.org//wiki/Cyinda,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Heinrich_Kiepert._Asia_citerior.Cilicia.jpg/800px-Heinrich_Kiepert._Asia_citerior.Cilicia.jpg,"Cyinda (Greek: Κὐινδα) was an ancient Cilician city, situated in Anatolia in modern Turkey.[1]
"
115,Cyme (Aeolis),Greek,https://en.wikipedia.org//wiki/Cyme_(Aeolis),38°51′36″N,27°03′34″E,,"Cyme (Greek: Κύμη or Κύμη Αιολίδας, Cyme of Aeolis) (modern Turkish Nemrut Limani) or Cumae was an Aeolian city in Aeolis (Asia Minor) close to the kingdom of Lydia.
"
116,Cytorus,Greek,https://en.wikipedia.org//wiki/Cytorus,41°51′34″N,32°51′29″E,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Gideros_Bay1.jpg/800px-Gideros_Bay1.jpg,"Cytorus (Greek Κύτωρος, Kytoros;[1] 
also Cytorum, Κύτωρον, Kytoron and Κύτωρις[2]) was an ancient Greek city[3] on the northern coast of Asia Minor. Mentioned by Homer, Cytorus survives in the name of Gideros, which is both 
"
117,Cyzicus,Greek,https://en.wikipedia.org//wiki/Cyzicus,40°23′N,27°53′E,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Istanbul_-_Museo_archeol._-_Auriga_greco_-_Arcaico%2C_sec._VI_aC%2C_da_Cizico_-_Foto_G._Dall%27Orto_28-5-2006.jpg/788px-Istanbul_-_Museo_archeol._-_Auriga_greco_-_Arcaico%2C_sec._VI_aC%2C_da_Cizico_-_Foto_G._Dall%27Orto_28-5-2006.jpg,"Cyzicus (/ˈsɪzɪkəs/; Ancient Greek: Κύζικος Kyzikos; Ottoman Turkish: آیدینجق‎, Aydıncıḳ) was an ancient Greek town in Mysia in Anatolia in the current Balıkesir Province of Turkey. It was located on the shoreward side of the present Kapıdağ Peninsula (the classical Arctonnesus), a tombolo which is said to have originally been an island in the Sea of Marmara only to be connected to the mainland in historic times either by artificial means or an earthquake.
"
118,Daedala (city),Greek,https://en.wikipedia.org//wiki/Daedala_(city),36°44′58″N,28°58′36″E,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Map_of_Lycia%2C_from_Travels_in_Lycia%2C_Milyas%2C_and_the_Cibyratis%2C_in_company_with_the_late_Rev._E._T._Daniell.jpg/643px-Map_of_Lycia%2C_from_Travels_in_Lycia%2C_Milyas%2C_and_the_Cibyratis%2C_in_company_with_the_late_Rev._E._T._Daniell.jpg,"Daedala or Daidala (Greek: τὰ Δαίδαλα) was a city of the Rhodian Peraea in ancient Caria, or a small place, as Stephanus of Byzantium says,[1] on the authority of Strabo.
"
119,Dalisandus (Isauria),Greek,https://en.wikipedia.org//wiki/Dalisandus_(Isauria),36°40′40″N,33°28′48″E,,"Dalisandus or Dalisandos (Ancient Greek: Δαλισανδός) was a city of ancient Cappadocia and later of Isauria, near the river Cydnus.[1] It is considered to have been near Sınabiç, 6 km north of Claudiopolis (present-day Mut, Mersin), Turkey.[2][3][4]
"
120,Dalisandus in Pamphylia,Greek,https://en.wikipedia.org//wiki/Dalisandus_in_Pamphylia,,,,"Dalisandus or Dalisandos (Ancient Greek: Δαλισανδός) was an ancient city and bishopric in eastern Pamphylia,[1] in Asia Minor (Anatolia, Asian Turkey) and remains a Latin titular see.
"
121,Didyma,Greek,https://en.wikipedia.org//wiki/Didyma,37°23′06″N,27°15′23″E,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Didymaion_front_AvL.JPG/800px-Didymaion_front_AvL.JPG,"Didyma (/ˈdɪdɪmə/; Ancient Greek: Δίδυμα) was an ancient Greek sanctuary on the coast of Ionia in the domain of the famous city of Miletus. Apollo was the main deity of the sanctuary of Didyma, also called Didymaion. But it was home to both of the temples dedicated to the twins Apollo and Artemis. Other deities were also honoured within the sanctuary. The Didymaion was well renowned in antiquity because of its famed oracle. This oracle of Apollo was situated within what was, and is, the one of the world's greatest temples to Apollo. The remains of this Hellenistic temple belong to the best preserved temples of classical antiquity. Besides this temple other buildings existed within the sanctuary which have been rediscovered recently; a Greek theatre and the foundations of the above-mentioned Hellenistic temple of Artemis, to name but two.
"
122,Docimium,Greek,https://en.wikipedia.org//wiki/Docimium,38°52′N,30°45′E,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Roman_-_Garland_Sarcophagus_-_Walters_2329.jpg/800px-Roman_-_Garland_Sarcophagus_-_Walters_2329.jpg,"Docimium, Docimia or Docimeium (Greek: Δοκίμια and Δοκίμειον) was an ancient city of Phrygia, Asia Minor where there were famous marble quarries.[1]
"
123,Dolichiste,Greek,https://en.wikipedia.org//wiki/Dolichiste,36°11′N,29°53′E,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Map_of_Lycia%2C_from_Travels_in_Lycia%2C_Milyas%2C_and_the_Cibyratis%2C_in_company_with_the_late_Rev._E._T._Daniell.jpg/643px-Map_of_Lycia%2C_from_Travels_in_Lycia%2C_Milyas%2C_and_the_Cibyratis%2C_in_company_with_the_late_Rev._E._T._Daniell.jpg,"Doliche or Dolichiste (see List of Lycian place names, Greek: Δολίχη or Δολιχίστη; Eth. Δολιχεύς or Δολιχίστης) was an island noted by ancient geographers in the Mediterranean Sea off the Lycian coast, in Asia Minor, now called Kekova (or Kakava in Modern Greek), which is located in present-day Antalya Province, Turkey.
"
124,Doric Hexapolis,Greek,https://en.wikipedia.org//wiki/Doric_Hexapolis,37°N,28°E,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/512px-Question_book-new.svg.png,"The Doric or Dorian Hexapolis (Greek: Δωρικὴ Ἑξάπολις or Δωριέων Ἑξάπολις) was a federation of six cities of Dorian foundation in southwest Asia Minor and adjacent islands, largely coextensive with the region known as Doris or Doris in Asia (Δωρίς ἡ ἐν Ἀσίᾳ),[citation needed] and included:
"
125,Edessa,Greek,https://en.wikipedia.org//wiki/Edessa,37°09′N,38°48′E,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/N-Mesopotamia_and_Syria.svg/800px-N-Mesopotamia_and_Syria.svg.png,"Edessa (/ɪˈdɛsə/; Ancient Greek: Ἔδεσσα, romanized: Édessa) was an ancient city (polis) in Upper Mesopotamia, founded during the Hellenistic period by King Seleucus I Nicator (r. 305–281 BC), founder of the Seleucid Empire. It later became capital of the Kingdom of Osroene, and continued as capital of the Roman province of Osroene. During the Late Antiquity, it became a prominent center of Christian learning and seat of the Catechetical School of Edessa. During the Crusades, it was the capital of the County of Edessa.
"
126,Elaea (Aeolis),Greek,https://en.wikipedia.org//wiki/Elaea_(Aeolis),38°57′N,27°02′E,,"Elaea (Ancient Greek: Ἐλαία and Ἐλέα) was an ancient city of Aeolis, Asia, the port of Pergamum. According to the Barrington Atlas of the Greek and Roman World, it was located near the modern town of Zeytindağ, İzmir Province, Turkey.[1] The ruins of the silted port's breakwater can be seen on satellite maps at  38°56'35.54""N  27°2'16.34""E.
"
127,Elaeus,Greek,https://en.wikipedia.org//wiki/Elaeus,40°3′35″N,26°13′50″E,,"Elaeus (Ancient Greek: Ἐλαιοῦς Elaious, later Ἐλεοῦς Elaeus), the “Olive City”, was an ancient Greek city located in Thrace, on the Thracian Chersonese. Elaeus was located at the southern end of the Hellespont (now the Dardanelles) near the southernmost point of the Thracian Chersonese (now the Gallipoli peninsula) in modern-day Turkey. According to the geographer Scymnus, Elaeus was founded by settlers from Ionian Teos, while the Pseudo-Scymnus writes that it was a colony of Athens and was founded by Phorbas[1]
"
128,Elaiussa Sebaste,Greek,https://en.wikipedia.org//wiki/Elaiussa_Sebaste,36°29′01″N,34°10′25″E,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/TheaterElaiussa2011.jpg/800px-TheaterElaiussa2011.jpg,"Elaiussa Sebaste or Elaeousa Sebaste (Greek: Ελαιούσα Σεβαστή) was an ancient Roman town located 55 km (34 mi) from Mersin in the direction of Silifke in Cilicia on the southern coast of Anatolia (in the modern-day town of Ayaş (there is a like-named town in Ankara province), Turkey).
"
129,Ephesus,Greek,https://en.wikipedia.org//wiki/Ephesus,37°56′28″N,27°20′31″E,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Ephesus_Celsus_Library_Fa%C3%A7ade.jpg/774px-Ephesus_Celsus_Library_Fa%C3%A7ade.jpg,"Ephesus (/ˈɛfɪsəs, ˈɛfəsəs/;[1][2] Greek: Ἔφεσος, romanized: Éphesos; Turkish: Efes; may ultimately derive from Hittite: 𒀀𒉺𒊭, romanized: Apaša) was a city in  ancient Greece[3][4] on the coast of Ionia, 3 kilometres (1.9 mi) southwest of present-day Selçuk in İzmir Province, Turkey. It was built in the 10th century BC on the site of the former Arzawan capital[5][6] by Attic and Ionian Greek colonists. During the Classical Greek era, it was one of twelve cities that were members of the Ionian League. The city came under the control of the Roman Republic in 129 BC.
"
130,Epibates,Greek,https://en.wikipedia.org//wiki/Epibates,41°03′14″N,28°22′01″E,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Selimpa%C5%9Fa.JPG/800px-Selimpa%C5%9Fa.JPG,"Selimpaşa, known in Byzantine times as Epibates (sometimes as Epivates or Epibatos) (Greek: Επιβάτες), is a small town in the European part of Turkey, near Silivri in Istanbul Province.
"
131,Ermenek,Greek,https://en.wikipedia.org//wiki/Ermenek,36°38′N,32°53′E,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Ermenek_-_panoramio_%281%29.jpg/800px-Ermenek_-_panoramio_%281%29.jpg,"Ermenek is a town and district of Karaman Province in the Mediterranean region of Turkey. As ancient Germanicopolis (in Isauria; has namesakes), a former bishopric, it remains a Latin Catholic titular see.
"
132,Erymna,Greek,https://en.wikipedia.org//wiki/Erymna,37°04′24″N,31°35′03″E,,"
Erymna (Ancient Greek: Ἐρυμνή) or Orymna (Ancient Greek: Ὄρυμνα) was a town in ancient Pamphylia or Lycia. The form ""Orymna"" is that given in the Synecdemus and the Notitiae Episcopatuum.[1][2][3] and in the ecumenical councils,[4] but inscriptions found on the site show that the inhabitants used the form with ""E"".[1][3] Stephanus of Byzantium stated that the form used in the Lyciaca of Alexander Polyhistor was Erymnae (Ancient Greek: Ἐρυμναί, plural of Ἐρυμνή).[5] The modern name of the site is Ormana, reflecting the ancient name.[1]
"
133,Erythrae,Greek,https://en.wikipedia.org//wiki/Erythrae,38°22′58″N,26°28′51″E,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/512px-Question_book-new.svg.png,"Erythrae or Erythrai (Greek: Ἐρυθραί) later Litri, was one of the twelve Ionian cities of Asia Minor, situated 22 km north-east of the port of Cyssus (modern name: Çeşme), on a small peninsula stretching into the Bay of Erythrae, at an equal distance from the mountains Mimas and Corycus, and directly opposite the island of Chios. It is recorded that excellent wine was produced in the peninsula. Erythrae was notable for being the seat of the Erythraean Sibyl. The ruins of the city are found north of the town Ildırı in the Çeşme district of Izmir Province, Turkey.
"
134,Eskişehir,Greek,https://en.wikipedia.org//wiki/Eski%C5%9Fehir,39°47′N,30°31′E,,"
"
135,Etenna,Greek,https://en.wikipedia.org//wiki/Etenna,37°00′06″N,31°26′57″E,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Antalya_by_Piri_Reis.jpg/800px-Antalya_by_Piri_Reis.jpg,"Coordinates: 37°00′06″N 31°26′57″E﻿ / ﻿37.00167°N 31.44917°E﻿ / 37.00167; 31.44917
"
136,Eudocia (Lycia),Greek,https://en.wikipedia.org//wiki/Eudocia_(Lycia),,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Map_of_Lycia%2C_from_Travels_in_Lycia%2C_Milyas%2C_and_the_Cibyratis%2C_in_company_with_the_late_Rev._E._T._Daniell.jpg/643px-Map_of_Lycia%2C_from_Travels_in_Lycia%2C_Milyas%2C_and_the_Cibyratis%2C_in_company_with_the_late_Rev._E._T._Daniell.jpg,"Eudocia (Ancient Greek: Εὐδοκία) was a town in ancient Lycia.
"
137,Eudocias (Pamphylia),Greek,https://en.wikipedia.org//wiki/Eudocias_(Pamphylia),36°59′18″N,30°34′48″E,,"Eudocias (Ancient Greek: Εὐδοκιάς) or Eudocia (Ancient Greek: Εὐδοκία) was an ancient town in the Roman province of Pamphylia Secunda, in the neighbourhood of Termessus.
"
138,Eupatoria (Pontus),Greek,https://en.wikipedia.org//wiki/Eupatoria_(Pontus),40°45′00″N,36°30′00″E,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Heinrich_Kiepert._Asia_citerior.Pontus.jpg/800px-Heinrich_Kiepert._Asia_citerior.Pontus.jpg,"Eupatoria (Ancient Greek: Εὐπατορία) and Magnopolis (Ancient Greek: Μαγνόπολις)[1] was a Hellenistic city in the Kingdom of Pontus.  The city was founded by Mithridates VI Eupator just south of where the Lycus flows into the Iris, the west end of the fertile valley of Phanaroea, probably in or near the village of Çevresu, Erbaa district, Tokat Province.[2]
"
139,Euromus,Greek,https://en.wikipedia.org//wiki/Euromus,37°22′27″N,27°40′31″E,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/The_Temple_of_Zeus_Lepsinos_at_Euromus.jpg/800px-The_Temple_of_Zeus_Lepsinos_at_Euromus.jpg,"Euromus or Euromos (Ancient Greek: Εὔρωμος and Εὔροωμος)[1] – also, Europus or Europos (Εὐρωπός), Eunomus or Eunomos (Εὔνωμος), Philippi or Philippoi (Φίλιπποι);[2] earlier Kyromus and Hyromus – was an ancient city in Caria, Anatolia; the ruins are approximately 4 km southeast of Selimiye and 12 km northwest of Milas (the ancient Mylasa), Muğla Province, Turkey. It was situated at the foot of Mount Grium, which runs parallel to Mount Latmus, and was built by one Euromus, a son of Idris, a Carian.[3][4][5][6]
"
140,Faustinopolis,Greek,https://en.wikipedia.org//wiki/Faustinopolis,37°38′23.78″N,34°41′3.37″E,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Heinrich_Kiepert._Asia_citerior.Cappadocia.jpg/800px-Heinrich_Kiepert._Asia_citerior.Cappadocia.jpg,"Faustinopolis (Ancient Greek: Φαυστινόπολις), also Colonia Faustinopolis and Halala, was an ancient city in the south of Cappadocia, about 20 km south of Tyana. It was named after the empress Faustina, the wife of Marcus Aurelius, who died there in a village, which her husband, by establishing a colony in it, raised to the rank of a town under the name of Faustinopolis.[1] Hierocles assigns the place to Cappadocia Secunda,[2] and it is mentioned also in the Antonine and Jerusalem Itineraries. The town was close to the defiles of the Cilician Gates, and was likely situated at modern-day Toraman, Niğde Province, Turkey.[3] Following the Muslim conquests and the subsequent Arab raids, the site was abandoned for the nearby fortress of Loulon. 
"
141,Fethiye,Greek,https://en.wikipedia.org//wiki/Fethiye,36°39′5″N,29°7′23″E,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/512px-Question_book-new.svg.png,"
"
